"verbo","papel"
"desnaturar","Patient"
"desnobrecer","Patient"
"desnuar","Patient"
"desnudar","Patient"
"desparafusar","Patient"
"despeçar","Patient"
"despedaçar","Patient"
"despegar","Patient"
"despenar2","Patient"
"despertar","Patient"
"despetalar","Patient"
"despir","Patient"
"despistar","Patient"
"despojar","Patient"
"despoluir","Patient"
"despontar","Patient"
"desposar","Patient"
"despregar1","Patient"
"desprender","Patient"
"desprestigiar","Patient"
"desquiciar","Patient"
"desquitar","Patient"
"desramar","Patient"
"desrugar","Patient"
"dessecar","Patient"
"destacar","Patient"
"desterroar","Patient"
"destorroar","Patient"
"destrancar","Patient"
"destravar","Patient"
"destrinçar","Patient"
"destrinchar","Patient"
"destroçar","Patient"
"destruir","Patient"
"desumedecer","Patient"
"desumidificar","Patient"
"desunir","Patient"
"desvairar","Patient"
"desvalidar","Patient"
"desvencilhar","Patient"
"desvestir","Patient"
"desvigorar","Patient"
"desvincilhar","Patient"
"desvirtuar","Patient"
"deteriorar","Patient"
"determinar","Patient"
"detonar","Patient"
"deturpar","Patient"
"devastar","Patient"
"devorar","Patient"
"diferençar","Patient"
"diferenciar","Patient"
"dilacerar","Patient"
"dilatar","Patient"
"diluir","Patient"
"diminuir","Patient"
"dirigir","Patient"
"discernir","Patient"
"discriminar","Patient"
"dissimular","Patient"
"dissociar","Patient"
"dissolver","Patient"
"distinguir","Patient"
"distrair","Patient"
"dividir","Patient"
"divorciar","Patient"
"dizimar","Patient"
"dobrar","Patient"
"doirar","Patient"
"dourar","Patient"
"duplicar","Patient"
"economizar","Patient"
"edulcorar","Patient"
"eivar","Patient"
"elevar","Patient"
"eliminar","Patient"
"emaciar","Patient"
"emagrecer","Patient"
"embaçar","Patient"
"embaciar","Patient"
"embair","Patient"
"embalar1","Patient"
"embeber","Patient"
"embeberar","Patient"
"embolotar","Patient"
"embonecar","Patient"
"emborcar","Patient"
"embornalar","Patient"
"embotar","Patient"
"embrancar","Patient"
"embromar","Patient"
"embrulhar","Patient"
"embuçalar","Patient"
"emburricar","Patient"
"emelar","Patient"
"emendar","Patient"
"empalecer","Patient"
"empalidecer","Patient"
"empanar","Patient"
"empapar","Patient"
"emparceirar","Patient"
"emparelhar","Patient"
"empeçonhar","Patient"
"empedernecer","Patient"
"empedernir","Patient"
"empedrar","Patient"
"empinar","Patient"
"empoar","Patient"
"empoeirar","Patient"
"empolar","Patient"
"empolgar","Patient"
"emporcalhar","Patient"
"emporcar","Patient"
"empretecer","Patient"
"empurpurar","Patient"
"empurrar","Patient"
"empuxar","Patient"
"emudecer","Patient"
"emulsificar","Patient"
"emulsionar","Patient"
"emurchecer","Patient"
"encadear","Patient"
"encaixar","Patient"
"encaixotar","Patient"
"encalmar","Patient"
"encaminhar","Patient"
"encanecer","Patient"
"encantar","Patient"
"encaracolar","Patient"
"encarapitar","Patient"
"encardir","Patient"
"encarnar","Patient"
"encaroçar","Patient"
"encarquilhar","Patient"
"encarrapitar","Patient"
"encarvoar","Patient"
"encasquetar","Patient"
"encharcar","Patient"
"encher","Patient"
"encolher","Patient"
"encompridar","Patient"
"encontrar","Patient"
"encorajar","Patient"
"encostar","Patient"
"encravar","Patient"
"encrespar","Patient"
"encruar","Patient"
"encurtar","Patient"
"endurecer","Patient"
"enegrecer","Patient"
"enfarruscar","Patient"
"enfermar","Patient"
"enfiar","Patient"
"enflorar","Patient"
"enflorescer","Patient"
"enforcar","Patient"
"enfraquecer","Patient"
"engabelar","Patient"
"engambelar","Patient"
"enganar","Patient"
"engastar","Patient"
"engatar","Patient"
"engelhar","Patient"
"engodar","Patient"
"engonçar","Patient"
"engordar","Patient"
"engrandecer","Patient"
"engrenar","Patient"
"engrolar","Patient"
"engrossar","Patient"
"engulhar","Patient"
"enjoar","Patient"
"enlaçar","Patient"
"enlambuzar","Patient"
"enlamear","Patient"
"enloirar","Patient"
"enloirecer","Patient"
"enlourecer","Patient"
"enodoar","Patient"
"enoitar","Patient"
"enojar","Patient"
"enquadrar","Patient"
"enrascar","Patient"
"enregelar","Patient"
"enrijar","Patient"
"enrijecer","Patient"
"enrolar","Patient"
"enrugar","Patient"
"ensangüentar","Patient"
"ensopar","Patient"
"entesar","Patient"
"entesoirar","Patient"
"entesourar","Patient"
"entibiar","Patient"
"entojar","Patient"
"entortar","Patient"
"entrançar","Patient"
"entreabrir","Patient"
"entrefechar","Patient"
"entremear","Patient"
"entremeter","Patient"
"entressachar","Patient"
"entretecer","Patient"
"entreter","Patient"
"entrevar-se2","Patient"
"entusiamar","Patient"
"envelhecer","Patient"
"envenenar","Patient"
"envermelhar","Patient"
"envesgar","Patient"
"envidar","Patient"
"enviesar","Patient"
"envinagrar","Patient"
"enviscar","Patient"
"enxovalhar","Patient"
"enxugar","Patient"
"equilibrar","Patient"
"erguer","Patient"
"esbandalhar","Patient"
"esbofar","Patient"
"esborcinar","Patient"
"esbordoar","Patient"
"esborrachar","Patient"
"esbracejar","Patient"
"esbulhar","Patient"
"escabujar","Patient"
"escachar","Patient"
"escalar","Patient"
"escalavrar","Patient"
"escaldar","Patient"
"escangalhar","Patient"
"escanhoar","Patient"
"escaqueirar","Patient"
"escarvar","Patient"
"escavacar","Patient"
"escavar","Patient"
"esclarecer","Patient"
"escoicear","Patient"
"escoicinhar","Patient"
"escoimar","Patient"
"escoriar1","Patient"
"escoriar2","Patient"
"escoucear","Patient"
"esculhambar","Patient"
"escurecer","Patient"
"esfaquear","Patient"
"esfarelar","Patient"
"esfarinhar","Patient"
"esfarrapar","Patient"
"esfazer","Patient"
"esfolar","Patient"
"esforçar","Patient"
"esfriar","Patient"
"esfumaçar","Patient"
"esfumar","Patient"
"esganar","Patient"
"esgarçar","Patient"
"esgoelar","Patient"
"esgrimir","Patient"
"esmagar","Patient"
"esmechar","Patient"
"esmerar","Patient"
"esmerilhar","Patient"
"esmigalhar","Patient"
"esmiuçar","Patient"
"esmorecer","Patient"
"esmurrar","Patient"
"espadelar","Patient"
"espancar","Patient"
"espanholizar","Patient"
"espatifar","Patient"
"espedaçar","Patient"
"espernear","Patient"
"espernegar","Patient"
"espertar","Patient"
"espessar","Patient"
"espevitar","Patient"
"espichar","Patient"
"espigar","Patient"
"espinotear","Patient"
"espocar","Patient"
"espoliar","Patient"
"espontar","Patient"
"esposar","Patient"
"espostejar","Patient"
"espremer","Patient"
"esquadrilhar","Patient"
"esquentar","Patient"
"estabilizar","Patient"
"estafar","Patient"
"estalar","Patient"
"estalejar","Patient"
"estarrecer","Patient"
"estender","Patient"
"esticar","Patient"
"estilhaçar","Patient"
"estilhar","Patient"
"estiolar","Patient"
"estoirar","Patient"
"estourar","Patient"
"estraçalhar","Patient"
"estraçoar","Patient"
"estragar","Patient"
"estrangular","Patient"
"estrebuchar","Patient"
"estreitar","Patient"
"estremar","Patient"
"estrinçar","Patient"
"estringir","Patient"
"estrompar","Patient"
"estropiar","Patient"
"estugar","Patient"
"esvaecer","Patient"
"exacerbar","Patient"
"exaurir","Patient"
"excitar","Patient"
"executar","Patient"
"exigir","Patient"
"exortar","Patient"
"expandir","Patient"
"explodir","Patient"
"expungir","Patient"
"expurgar","Patient"
"extenuar","Patient"
"exteriorizar","Patient"
"exterminar","Patient"
"externar","Patient"
"extorquir","Patient"
"exulcerar","Patient"
"exultar","Patient"
"fadigar","Patient"
"falsear","Patient"
"fanar","Patient"
"faquear","Patient"
"farrapar","Patient"
"fatigar","Patient"
"fazer","Patient"
"fechar","Patient"
"federalizar","Patient"
"federar","Patient"
"fender","Patient"
"fenecer","Patient"
"ferir","Patient"
"ferrar","Patient"
"ferrolhar","Patient"
"ficar","Patient"
"fissurar","Patient"
"fixar","Patient"
"flechar","Patient"
"flectir","Patient"
"fletir","Patient"
"flexionar","Patient"
"florear","Patient"
"florejar","Patient"
"florescer","Patient"
"florir","Patient"
"foguear","Patient"
"folgar","Patient"
"forçar","Patient"
"forragear","Patient"
"forrar2","Patient"
"fortalecer","Patient"
"fortificar","Patient"
"fosforear","Patient"
"fosforejar","Patient"
"fossilizar","Patient"
"fragmentar","Patient"
"franzir","Patient"
"fraquear","Patient"
"fraquejar","Patient"
"fraturar","Patient"
"fraudar","Patient"
"frechar","Patient"
"frigir","Patient"
"frisar1","Patient"
"fritar","Patient"
"fulminar","Patient"
"fundir-se1","Patient"
"fundir1","Patient"
"furar","Patient"
"fusionar","Patient"
"fustigar","Patient"
"galear","Patient"
"galgar","Patient"
"garrotear","Patient"
"gaseificar","Patient"
"gasificar","Patient"
"gastar","Patient"
"gelar","Patient"
"germinar","Patient"
"girar","Patient"
"globalizar","Patient"
"golpear","Patient"
"gostar","Patient"
"gradar2","Patient"
"gradear","Patient"
"grampear","Patient"
"grelar1","Patient"
"gretar","Patient"
"grimpar","Patient"
"grisalhar","Patient"
"grudar","Patient"
"guiar","Patient"
"guindar","Patient"
"guisar","Patient"
"harmonizar","Patient"
"hastear","Patient"
"higienizar","Patient"
"hispanizar","Patient"
"içar","Patient"
"igualar","Patient"
"ilaquear","Patient"
"ilegalizar","Patient"
"iludir","Patient"
"iluminar","Patient"
"imergir","Patient"
"imolar","Patient"
"impar","Patient"
"impelir","Patient"
"impor","Patient"
"impregnar","Patient"
"imprensar","Patient"
"incandescer","Patient"
"incitar","Patient"
"inclinar","Patient"
"incluir","Patient"
"incompatibilizar","Patient"
"incorporar","Patient"
"incrementar","Patient"
"indispor","Patient"
"induzir","Patient"
"inferiorizar","Patient"
"infiltrar","Patient"
"inflamar","Patient"
"inflectir","Patient"
"infletir","Patient"
"inimizar","Patient"
"inquinar","Patient"
"inserir","Patient"
"instar","Patient"
"integralizar","Patient"
"integrar","Patient"
"inteirar","Patient"
"inteiriçar","Patient"
"intensificar","Patient"
"intercalar","Patient"
"interligar","Patient"
"intermediar","Patient"
"interpor","Patient"
"intervalar","Patient"
"intimar","Patient"
"introduzir","Patient"
"intrometer","Patient"
"intrujar","Patient"
"inundar","Patient"
"inutilizar","Patient"
"invalidar","Patient"
"involuir","Patient"
"irmanar","Patient"
"isolar","Patient"
"janotear","Patient"
"jarretar","Patient"
"joeirar","Patient"
"jogar","Patient"
"jubilar","Patient"
"judiar","Patient"
"juntar","Patient"
"justapor","Patient"
"lactar","Patient"
"lambuzar","Patient"
"laquear","Patient"
"larguear","Patient"
"lassear","Patient"
"lavar","Patient"
"lavrar","Patient"
"laxar","Patient"
"lenificar","Patient"
"lenir","Patient"
"lesar","Patient"
"lesionar","Patient"
"levantar","Patient"
"liar","Patient"
"libar","Patient"
"ligar","Patient"
"limitar","Patient"
"limpar","Patient"
"liquefazer","Patient"
"liquidar","Patient"
"liquidificar","Patient"
"liqüidar","Patient"
"liqüidificar","Patient"
"lograr","Patient"
"lotar","Patient"
"lourecer","Patient"
"lourejar","Patient"
"ludibriar","Patient"
"lusitanizar","Patient"
"macerar","Patient"
"macetar","Patient"
"machucar","Patient"
"macular","Patient"
"madurar","Patient"
"madurecer","Patient"
"magoar","Patient"
"malear","Patient"
"malhar","Patient"
"malquistar","Patient"
"maltratar","Patient"
"mamar","Patient"
"manchar","Patient"
"mandar","Patient"
"manducar","Patient"
"maniatar","Patient"
"manietar","Patient"
"manipular","Patient"
"manobrar","Patient"
"manusear","Patient"
"marcar","Patient"
"marchetar","Patient"
"marginalizar","Patient"
"marinhar","Patient"
"marretar","Patient"
"martelar","Patient"
"mascar","Patient"
"mascarrar","Patient"
"massacrar","Patient"
"mastigar","Patient"
"matar","Patient"
"matizar","Patient"
"maturar","Patient"
"mazelar","Patient"
"medrar","Patient"
"melar","Patient"
"melhorar","Patient"
"melificar","Patient"
"mendigar","Patient"
"menear","Patient"
"mentir","Patient"
"mergulhar","Patient"
"mesclar","Patient"
"mestiçar","Patient"
"meter","Patient"
"mexer","Patient"
"migar","Patient"
"minar","Patient"
"minorar","Patient"
"mirrar","Patient"
"miscigenar","Patient"
"mistificar","Patient"
"misturar","Patient"
"mitigar","Patient"
"moderar","Patient"
"modificar","Patient"
"moer","Patient"
"molestar","Patient"
"molhar","Patient"
"molificar","Patient"
"morder","Patient"
"mordicar","Patient"
"mordiscar","Patient"
"mornar","Patient"
"mortificar","Patient"
"mover","Patient"
"mudar","Patient"
"multiplicar","Patient"
"mundificar","Patient"
"murchar","Patient"
"mutilar","Patient"
"namorar","Patient"
"nascer","Patient"
"naufragar","Patient"
"nausear","Patient"
"negacear","Patient"
"neutralizar","Patient"
"nivelar","Patient"
"nodoar","Patient"
"nulificar","Patient"
"nutrir","Patient"
"obliterar","Patient"
"obrigar","Patient"
"obstruir","Patient"
"obtestar","Patient"
"ocorrer","Patient"
"ocupar","Patient"
"ofender","Patient"
"oferecer","Patient"
"operar","Patient"
"opor","Patient"
"oprimir","Patient"
"ordenar","Patient"
"orientar","Patient"
"ornar","Patient"
"oscilar","Patient"
"outorgar","Patient"
"oxigenar","Patient"
"pacificar","Patient"
"palejar","Patient"
"palmatoar","Patient"
"palmear","Patient"
"parafusar","Patient"
"paramentar","Patient"
"partir","Patient"
"pascer","Patient"
"passar","Patient"
"pastar","Patient"
"pastejar","Patient"
"pedir","Patient"
"pegar","Patient"
"pendoar","Patient"
"pendular","Patient"
"peneirar","Patient"
"pentear","Patient"
"peralvilhar","Patient"
"perfazer","Patient"
"perlar","Patient"
"perlavar","Patient"
"permear","Patient"
"permitir","Patient"
"pernear","Patient"
"perolar","Patient"
"persuadir","Patient"
"perverter","Patient"
"pestanear","Patient"
"pestanejar","Patient"
"petrificar","Patient"
"piançar","Patient"
"picar","Patient"
"picuar","Patient"
"pigmentar","Patient"
"pilar","Patient"
"pimpar","Patient"
"pimponar","Patient"
"pinicar","Patient"
"pinotear","Patient"
"pintar","Patient"
"piorar","Patient"
"pirraçar","Patient"
"pirracear","Patient"
"pisar","Patient"
"piscar","Patient"
"placitar","Patient"
"pleitear","Patient"
"pluralizar","Patient"
"podar","Patient"
"pontear","Patient"
"pôr","Patient"
"portugalizar","Patient"
"potencializar","Patient"
"poupar","Patient"
"pratear","Patient"
"precipitar","Patient"
"predispor","Patient"
"preencher","Patient"
"pregar1","Patient"
"prejudicar","Patient"
"premer","Patient"
"premir","Patient"
"prender","Patient"
"prensar","Patient"
"prescrever","Patient"
"pressionar","Patient"
"privar","Patient"
"profundar","Patient"
"proliferar","Patient"
"prolongar","Patient"
"prostrar","Patient"
"provocar","Patient"
"prurir","Patient"
"pular","Patient"
"pulular","Patient"
"pungir","Patient"
"purgar","Patient"
"purificar","Patient"
"purpurar","Patient"
"purpurear","Patient"
"putrificar","Patient"
"puxar","Patient"
"quadrar","Patient"
"quebrantar","Patient"
"quebrar","Patient"
"queimar","Patient"
"quentar","Patient"
"querer","Patient"
"quietar","Patient"
"rachar","Patient"
"rajar","Patient"
"ralar","Patient"
"ranger","Patient"
"rapar","Patient"
"rasar","Patient"
"rasgar","Patient"
"raspar","Patient"
"ratar","Patient"
"ratificar","Patient"
"reacender","Patient"
"realentar","Patient"
"reavivar","Patient"
"rebaixar","Patient"
"rebentar","Patient"
"recalcitrar","Patient"
"recolher","Patient"
"recopilar","Patient"
"recorrer","Patient"
"recortar","Patient"
"recrear","Patient"
"recrescer","Patient"
"recrudescer","Patient"
"recrutar","Patient"
"redobrar","Patient"
"redopiar","Patient"
"redundar","Patient"
"reduzir","Patient"
"refecer","Patient"
"reflorescer","Patient"
"reflorir","Patient"
"refluir","Patient"
"refogar","Patient"
"reforçar","Patient"
"reformar","Patient"
"refrear","Patient"
"refrescar","Patient"
"refrigerar","Patient"
"regar","Patient"
"regelar","Patient"
"regozijar","Patient"
"regredir","Patient"
"regressar","Patient"
"reimplantar","Patient"
"reincorporar","Patient"
"reintegrar","Patient"
"reintroduzir","Patient"
"relacionar","Patient"
"relaxar","Patient"
"remediar","Patient"
"remendar","Patient"
"remitir","Patient"
"remorder","Patient"
"repassar","Patient"
"repelar","Patient"
"repertoriar","Patient"
"repletar","Patient"
"repousar","Patient"
"reprimir","Patient"
"reptar","Patient"
"repudiar","Patient"
"repugnar","Patient"
"repulsar","Patient"
"requintar","Patient"
"rescindir","Patient"
"resfriar","Patient"
"resilir","Patient"
"resistir","Patient"
"resolver","Patient"
"respaldar","Patient"
"respigar","Patient"
"respingar1","Patient"
"ressecar","Patient"
"ressequir","Patient"
"restringir","Patient"
"resumir","Patient"
"retemperar","Patient"
"reter","Patient"
"retesar","Patient"
"retorcer","Patient"
"retornar","Patient"
"retouçar","Patient"
"retrair","Patient"
"retroceder","Patient"
"retundir","Patient"
"reunir","Patient"
"reverter","Patient"
"revigorar","Patient"
"revirar","Patient"
"revitalizar","Patient"
"revocar","Patient"
"revogar","Patient"
"revolver","Patient"
"riçar","Patient"
"rilhar","Patient"
"ritmar","Patient"
"robustecer","Patient"
"rodar","Patient"
"rodopiar","Patient"
"roer","Patient"
"rolar1","Patient"
"romper","Patient"
"roubar","Patient"
"roxear","Patient"
"rugar","Patient"
"sabrecar","Patient"
"sacrificar","Patient"
"sacudir","Patient"
"sancionar","Patient"
"sangrar","Patient"
"sapecar","Patient"
"saracotear","Patient"
"sarar","Patient"
"sarrafaçar","Patient"
"satisfazer","Patient"
"saturar","Patient"
"sazonar","Patient"
"secar","Patient"
"seduzir","Patient"
"segar","Patient"
"segregar","Patient"
"segurar","Patient"
"semicerrar","Patient"
"separar","Patient"
"serenar","Patient"
"silenciar","Patient"
"soabrir","Patient"
"sobrelevar","Patient"
"sobreviver","Patient"
"socalcar","Patient"
"socar","Patient"
"soçobrar","Patient"
"sofismar","Patient"
"solapar","Patient"
"soldar","Patient"
"solicitar","Patient"
"solidar","Patient"
"solidificar","Patient"
"soltar","Patient"
"solucionar","Patient"
"sopesar","Patient"
"soquear","Patient"
"sorver","Patient"
"sossegar","Patient"
"sovar","Patient"
"suavizar","Patient"
"subir","Patient"
"submergir","Patient"
"subscrever","Patient"
"subsistir","Patient"
"subtilizar","Patient"
"subtrair","Patient"
"suceder","Patient"
"sufocar","Patient"
"sugar","Patient"
"sugilar","Patient"
"sujar","Patient"
"sujeitar","Patient"
"sulcar","Patient"
"suplantar","Patient"
"suplementar","Patient"
"suprimir","Patient"
"surrar","Patient"
"sururucar","Patient"
"suspender","Patient"
"suspirar","Patient"
"sustentar","Patient"
"suster","Patient"
"sutilizar","Patient"
"suxar","Patient"
"talar","Patient"
"talhar","Patient"
"tapear1","Patient"
"tarraxar","Patient"
"tascar","Patient"
"tecer","Patient"
"temperar","Patient"
"tentar","Patient"
"tingir","Patient"
"tirar","Patient"
"tisnar","Patient"
"toar","Patient"
"tomar","Patient"
"tonificar","Patient"
"torcer","Patient"
"tornar","Patient"
"torrar","Patient"
"torturar","Patient"
"tostar","Patient"
"trabalhar","Patient"
"traçar1","Patient"
"tramar","Patient"
"trançar","Patient"
"tranqüilizar","Patient"
"transfazer","Patient"
"transfigurar","Patient"
"transformar","Patient"
"transir","Patient"
"tratar","Patient"
"traumatizar","Patient"
"tremular","Patient"
"trepar","Patient"
"trilhar","Patient"
"trincar","Patient"
"trinchar","Patient"
"triturar","Patient"
"triunfar","Patient"
"trocar","Patient"
"trombar","Patient"
"trucidar","Patient"
"truncar","Patient"
"tundar","Patient"
"tungar","Patient"
"ulcerar","Patient"
"umedecer","Patient"
"unhar","Patient"
"unir","Patient"
"urdir","Patient"
"urgir","Patient"
"vacilar","Patient"
"vaporizar","Patient"
"variar","Patient"
"varrer","Patient"
"vazar","Patient"
"velhaquear","Patient"
"vencer","Patient"
"vergar","Patient"
"vermelhar","Patient"
"vestir","Patient"
"vibrar","Patient"
"viçar","Patient"
"vicejar","Patient"
"viciar","Patient"
"vigorar","Patient"
"vigorizar","Patient"
"vincar","Patient"
"vincular","Patient"
"vingar","Patient"
"violentar","Patient"
"vir","Patient"
"vitalizar","Patient"
"vitimar","Patient"
"viver","Patient"
"voar","Patient"
"volatizar","Patient"
"voltar","Patient"
"voltear","Patient"
"voltejar","Patient"
"volutear","Patient"
"volver","Patient"
"vulnerar","Patient"
"zabumbar","Patient"
"zupar","Patient"
"zurzir","Patient"
"abotoar","Patient1"
"abrir","Patient1"
"acasalar","Patient1"
"aclarar","Patient1"
"acolchetar","Patient1"
"acontecer","Patient1"
"acorrentar","Patient1"
"acostar","Patient1"
"acrescentar","Patient1"
"acumular","Patient1"
"adergar","Patient1"
"aderir","Patient1"
"adjudicar","Patient1"
"afastar","Patient1"
"aferir","Patient1"
"aferrolhar","Patient1"
"afixar","Patient1"
"aforrar1","Patient1"
"aglutinar","Patient1"
"agregar","Patient1"
"agrilhoar","Patient1"
"agrupar","Patient1"
"ajoujar","Patient1"
"ajuntar","Patient1"
"ajustar","Patient1"
"aleijar","Patient1"
"algemar","Patient1"
"aliançar","Patient1"
"aliar","Patient1"
"aliciar","Patient1"
"alinhavar","Patient1"
"alternar","Patient1"
"amalgamar","Patient1"
"amarrar","Patient1"
"amealhar","Patient1"
"amontoar","Patient1"
"amputar","Patient1"
"anaçar","Patient1"
"anexar","Patient1"
"angariar","Patient1"
"antepor","Patient1"
"aparafusar","Patient1"
"aparceirar","Patient1"
"apartar","Patient1"
"apensar","Patient1"
"apertar","Patient1"
"apodar","Patient1"
"apor","Patient1"
"apresilhar","Patient1"
"aproximar","Patient1"
"apurar","Patient1"
"argamassar","Patient1"
"arrancar","Patient1"
"arrebatar","Patient1"
"arredar","Patient1"
"arredondar","Patient1"
"articular","Patient1"
"assemelhar","Patient1"
"assimilhar","Patient1"
"associar","Patient1"
"atar","Patient1"
"atarraxar","Patient1"
"atrair","Patient1"
"atrelar","Patient1"
"balançar","Patient1"
"balancear","Patient1"
"bandear","Patient1"
"bater","Patient1"
"cair","Patient1"
"caldear","Patient1"
"calhar","Patient1"
"cambiar","Patient1"
"casar","Patient1"
"cavilhar","Patient1"
"cerzir","Patient1"
"chumbar","Patient1"
"cindir","Patient1"
"cingir","Patient1"
"coadunar","Patient1"
"codificar","Patient1"
"coexistir","Patient1"
"coincidir","Patient1"
"colar","Patient1"
"colecionar","Patient1"
"coligar","Patient1"
"coligir","Patient1"
"combinar","Patient1"
"comparar","Patient1"
"compilar","Patient1"
"completar","Patient1"
"concatenar","Patient1"
"conciliar","Patient1"
"concorrer","Patient1"
"condensar","Patient1"
"condizer","Patient1"
"conectar","Patient1"
"confederar","Patient1"
"conferir","Patient1"
"confrontar","Patient1"
"conglomerar","Patient1"
"consertar","Patient1"
"consolidar","Patient1"
"consorciar","Patient1"
"contrapor","Patient1"
"convir","Patient1"
"conviver","Patient1"
"coordenar","Patient1"
"copilar","Patient1"
"copular","Patient1"
"cortar","Patient1"
"coser","Patient1"
"costurar","Patient1"
"cotejar","Patient1"
"cruzar","Patient1"
"cumular","Patient1"
"dar","Patient1"
"decepar","Patient1"
"degolar","Patient1"
"deixar","Patient1"
"demarcar","Patient1"
"departir","Patient1"
"desabotoar","Patient1"
"desacasalar","Patient1"
"desacorrentar","Patient1"
"desaferrolhar","Patient1"
"desafixar","Patient1"
"desagregar","Patient1"
"desanexar","Patient1"
"desaparafusar","Patient1"
"desaparelhar","Patient1"
"desapartar","Patient1"
"desapertar","Patient1"
"desaproveitar","Patient1"
"desarmar","Patient1"
"desarmonizar","Patient1"
"desatar","Patient1"
"desatarraxar","Patient1"
"desavir","Patient1"
"desbotoar","Patient1"
"descasar","Patient1"
"descingir","Patient1"
"descobrir","Patient1"
"descolar","Patient1"
"desconcertar","Patient1"
"desconciliar","Patient1"
"desconjuntar","Patient1"
"desembaraçar","Patient1"
"desemborcar","Patient1"
"desembrulhar","Patient1"
"desemparelhar","Patient1"
"desencobrir","Patient1"
"desenfrear","Patient1"
"desengonçar","Patient1"
"desenlear","Patient1"
"desenredar","Patient1"
"desentrosar","Patient1"
"desenvencilhar","Patient1"
"desgrampear","Patient1"
"desgrudar","Patient1"
"desincorporar","Patient1"
"desirmanar","Patient1"
"desjuntar","Patient1"
"deslacrar","Patient1"
"desligar","Patient1"
"deslindar","Patient1"
"desmembrar","Patient1"
"desmontar","Patient1"
"desparafusar","Patient1"
"despegar","Patient1"
"desposar","Patient1"
"despregar1","Patient1"
"desprender","Patient1"
"desquiciar","Patient1"
"desquitar","Patient1"
"destacar","Patient1"
"destrancar","Patient1"
"destrinçar","Patient1"
"destrinchar","Patient1"
"desunir","Patient1"
"desvencilhar","Patient1"
"desvincilhar","Patient1"
"diferençar","Patient1"
"diferenciar","Patient1"
"discernir","Patient1"
"discriminar","Patient1"
"dissociar","Patient1"
"distinguir","Patient1"
"dividir","Patient1"
"divorciar","Patient1"
"economizar","Patient1"
"embeber","Patient1"
"embolotar","Patient1"
"embornalar","Patient1"
"emendar","Patient1"
"emparceirar","Patient1"
"emparelhar","Patient1"
"empolgar","Patient1"
"encadear","Patient1"
"encaixar","Patient1"
"encaixotar","Patient1"
"encaroçar","Patient1"
"engastar","Patient1"
"engatar","Patient1"
"engonçar","Patient1"
"engrenar","Patient1"
"enlaçar","Patient1"
"enquadrar","Patient1"
"entesoirar","Patient1"
"entesourar","Patient1"
"entremear","Patient1"
"entremeter","Patient1"
"entressachar","Patient1"
"entretecer","Patient1"
"esclarecer","Patient1"
"esposar","Patient1"
"estremar","Patient1"
"estropiar","Patient1"
"fanar","Patient1"
"federar","Patient1"
"ferrolhar","Patient1"
"fixar","Patient1"
"forrar2","Patient1"
"fusionar","Patient1"
"garrotear","Patient1"
"globalizar","Patient1"
"grampear","Patient1"
"grudar","Patient1"
"harmonizar","Patient1"
"incluir","Patient1"
"incompatibilizar","Patient1"
"incorporar","Patient1"
"indispor","Patient1"
"inimizar","Patient1"
"inserir","Patient1"
"integralizar","Patient1"
"integrar","Patient1"
"inteirar","Patient1"
"intercalar","Patient1"
"interligar","Patient1"
"intermediar","Patient1"
"interpor","Patient1"
"intervalar","Patient1"
"introduzir","Patient1"
"intrometer","Patient1"
"irmanar","Patient1"
"isolar","Patient1"
"jarretar","Patient1"
"joeirar","Patient1"
"juntar","Patient1"
"justapor","Patient1"
"laquear","Patient1"
"lavrar","Patient1"
"liar","Patient1"
"ligar","Patient1"
"malquistar","Patient1"
"maniatar","Patient1"
"manietar","Patient1"
"manipular","Patient1"
"mesclar","Patient1"
"mestiçar","Patient1"
"meter","Patient1"
"miscigenar","Patient1"
"misturar","Patient1"
"mutilar","Patient1"
"ocorrer","Patient1"
"opor","Patient1"
"ornar","Patient1"
"parafusar","Patient1"
"passar","Patient1"
"pegar","Patient1"
"peneirar","Patient1"
"perfazer","Patient1"
"permear","Patient1"
"picuar","Patient1"
"pontear","Patient1"
"pôr","Patient1"
"poupar","Patient1"
"pregar1","Patient1"
"prender","Patient1"
"privar","Patient1"
"quadrar","Patient1"
"rajar","Patient1"
"recolher","Patient1"
"recopilar","Patient1"
"recortar","Patient1"
"recrutar","Patient1"
"reimplantar","Patient1"
"reincorporar","Patient1"
"reintegrar","Patient1"
"reintroduzir","Patient1"
"relacionar","Patient1"
"remendar","Patient1"
"repertoriar","Patient1"
"repudiar","Patient1"
"repulsar","Patient1"
"resolver","Patient1"
"respigar","Patient1"
"reunir","Patient1"
"revolver","Patient1"
"sarrafaçar","Patient1"
"segurar","Patient1"
"separar","Patient1"
"soldar","Patient1"
"solidar","Patient1"
"solidificar","Patient1"
"solucionar","Patient1"
"suceder","Patient1"
"suplementar","Patient1"
"sururucar","Patient1"
"tarraxar","Patient1"
"tecer","Patient1"
"toar","Patient1"
"tomar","Patient1"
"trabalhar","Patient1"
"tramar","Patient1"
"tratar","Patient1"
"trocar","Patient1"
"truncar","Patient1"
"unir","Patient1"
"urdir","Patient1"
"vincular","Patient1"
"vir","Patient1"
"abotoar","Patient2"
"abrir","Patient2"
"acasalar","Patient2"
"aclarar","Patient2"
"acolchetar","Patient2"
"acontecer","Patient2"
"acorrentar","Patient2"
"acostar","Patient2"
"acrescentar","Patient2"
